mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.014187335968017578,0.009577725117097338,0.005408048629760742,0.0012070116328305866,1,{'max_depth': 1},-0.30541516245487366,-0.3234657039711191,-0.30491329479768786,-0.31126472040789355,0.008629830732944412,2
0.015189488728841146,0.006543944634281863,0.004500150680541992,0.0009267119064295057,2,{'max_depth': 2},-0.30541516245487366,-0.3234657039711191,-0.30491329479768786,-0.31126472040789355,0.008629830732944412,2
0.010718504587809244,0.0026093259627517464,0.005268494288126628,0.0011450749906450107,3,{'max_depth': 3},-0.30541516245487366,-0.3220216606498195,-0.305635838150289,-0.3110242204183274,0.007776886402435017,1
0.010851065317789713,0.002611503460193376,0.005389610926310222,0.001183471295677913,4,{'max_depth': 4},-0.3133574007220217,-0.3227436823104693,-0.3078034682080925,-0.31463485041352784,0.006165841799352374,4
