mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0072735945383707685,0.0005062915068267008,0.006824970245361328,0.003572899668507524,1,{'max_depth': 1},-0.31263537906137184,-0.31841155234657037,-0.31141618497109824,-0.31415437212634684,0.0030511523646033043,3
0.0057718753814697266,0.001073210719362369,0.004276593526204427,0.00106097754159675,2,{'max_depth': 2},-0.31263537906137184,-0.31841155234657037,-0.31141618497109824,-0.31415437212634684,0.0030511523646033043,3
0.009206453959147135,0.0005024440751155403,0.005437294642130534,0.0007831228899576357,3,{'max_depth': 3},-0.3227436823104693,-0.31841155234657037,-0.27890173410404623,-0.3066856562536953,0.01972564464547522,1
0.006651242574055989,0.001783116325148384,0.004530032475789388,0.0007282205898516254,4,{'max_depth': 4},-0.3227436823104693,-0.31985559566787003,-0.27890173410404623,-0.3071670040274619,0.020021311545391624,2
